PM10 Concentration,PM2.5 Concentration
25.370817573250516,25.561339848191
24.4534331564632,24.438525699405183
23.049978619730275,25.09837319497994
23.898748810233187,25.57603131658392
26.86731219159387,27.97853423493753
25.395676126294557,26.797375000895403
25.363356675484937,25.501313519994707
24.652440502050506,24.163098200714362
23.35975564556483,24.54424622909081
24.46447493729943,24.994813611006478
27.62106055269159,27.47201276857118
26.47495122045848,26.7165503384292
26.43863380085775,25.79233052787644
25.882732100043125,24.571432702295827
24.57176951083544,25.120312697181244
25.606027101769275,25.803926579696007
28.3416897076391,28.222685079529008
27.015192620634696,27.89376084953599
26.92008556878255,27.130201336830908
27.555131526743207,25.34352802064563
27.11394333597882,23.342899526744162
28.622283626477873,21.742653294408694
30.81699614927273,22.558183580068565
29.76023126531268,22.668892896556272
28.356632423451032,21.444111287454803
28.155878732076562,19.607012799602476
26.465331770823955,19.343718104623935
26.909877966390063,18.768094836085893
27.73390720001289,19.15951408189206
27.330249018399247,20.75022071024408
25.720208707457864,19.549746695403584
25.745929873537047,17.717162271002667
23.076949042053307,16.74995250351543
20.823378654792503,13.819674730602998
16.795585361553513,10.254648241337936
12.816023148699422,8.569961988785039
8.586013323041197,5.817595538168405
7.047297657278365,4.226386801978529
5.67117971706249,4.574283764581547
5.774171549407043,4.043594664268035
5.364264121361421,3.347737990223698
5.179614119096141,3.710876317585858
5.006982480477486,3.5441751839349296
4.9431079372805655,3.590580126170755
5.036897840198699,4.381683537418048
5.816604651536211,4.886352661691419
6.087757245124319,4.8618661560571885
6.526950663588789,4.844696247107701
7.193801005332425,5.145700181609396
6.605026357745036,5.4718529029042475
7.603592875295932,5.992438454691971
9.062877069238732,6.918434644438806
9.502148613000971,6.8783950458455125
10.05699771615316,6.778024016147433
10.58154743467791,6.982131566601254
9.891961166584377,7.228147711990521
11.265237994007155,7.423968550132135
12.72043534310951,8.568207196508293
13.30210218024417,8.846580335093408
13.618346207113506,9.052161411685116
12.633714053576902,8.571487034162612
11.236254402892632,8.389131369282875
10.697467078405252,8.148861335895457
9.949290349838295,8.415246135471609
8.62586540423737,7.884140422301682
7.65082001316055,7.23160031916265
5.356642273175035,5.234993534967532
4.905927002638015,3.994965910182824
4.926013691016853,3.249033221947089
5.1008460771957385,3.4852449221451183
5.579325225370215,3.832228589318233
5.9287816576219985,4.197717607388939
4.934817131618378,3.185939047553342
6.34976828824383,2.6922135530321807
6.8357390174787,2.645973536762423
7.237859678125558,3.38958537491789
7.36582932899094,4.05717078084408
7.283375031519982,3.9726400890465836
6.577628354514975,3.061468561968672
7.926507396342881,2.3980771899007998
8.296346116914082,2.4191521333528065
9.357227055439104,3.721908877440028
9.687594108076645,4.59360545652358
9.463635004712438,4.200160531917472
9.907773422228802,3.2988003167751807
10.70830918423186,3.004499055879033
11.218788311607083,4.346957658494183
13.096268633306806,7.611391289332846
14.748198830564187,10.227679833557524
14.86051321356824,11.613239315168556
16.20918159487853,11.78203710320868
16.558976627562135,12.19998533575409
17.46697421395103,13.499197678047672
19.962562819087257,15.860442326704597
21.843106732858466,16.758263523519435
21.27132279063863,17.664771062532036
21.997096028429738,16.982311276423115
20.565034680231037,16.93503130381732
20.582038849959122,18.65846910538658
22.771479125868407,21.08186571963624
25.507091364402186,21.632454447443344
25.718754379457874,22.80939112252365
25.387208525117146,22.260614489426487
23.749216162298993,21.662338983812127
25.00040393339762,23.909916336326894
27.293274003837585,24.98346359646293
29.798599860390144,24.817492093581055
30.861559382499042,26.06219602092083
29.5444166766941,25.665828283960032
29.28643765609041,24.001303787180294
32.59647097105185,26.64822396305996
34.02042289757964,25.91722567406769
34.6083678377578,25.940137057473788
35.5033054989437,27.370183482891846
32.034705405854396,25.77034063337497
30.164749885339614,24.024362393965742
31.52049362542015,26.960015507407704
30.581972130620315,24.12242748472063
30.08645635110455,24.182804555513954
31.687976464179798,25.891215285770524
28.67222547170934,24.157399021369976
28.171831219191453,22.654323507758697
28.84308051355674,26.080453595044123
27.601037418241,22.237680071958014
26.872916559687777,22.200345489370054
28.969327132482405,23.769468854365837
26.465441969651582,21.997520385728787
27.589777549033748,20.016779333069728
26.118804758628478,22.93328077521163
25.7235024045501,20.04866024313184
25.705693921079448,20.14720742644853
28.133505087134022,22.23201313210405
25.975310987609898,22.259225806424663
28.118329149966364,21.71631469380231
27.02906102868747,26.24848479563594
27.444638082036843,25.587319699630964
28.45628728758016,25.839689801679636
31.016215270942567,27.119321240536348
29.174650898463646,28.244284318559917
32.09759059826998,27.786803180821217
32.54104990082406,30.486626953463112
33.187053213719,29.06154367308557
33.33384025390579,27.538687715763455
33.79989801649436,27.415153973262264
30.53472534933525,28.474810015654732
32.12876801461483,29.02833720910098
33.15042223027901,30.61592570032308
33.8982273559185,29.839437475950483
34.153236235771836,28.829953104541126
34.05694519006603,28.10575716846831
30.770645915271512,28.37470023435973
31.92679924735802,30.00285771905489
34.24713920193334,30.474977142344514
34.094973010319656,30.313504033143985
34.113990780070985,30.222298601939684
33.16634663926459,29.689763017801983
29.953132535219144,29.972492867916188
30.033639688873013,31.242945071549237
32.81046357014802,30.40727900270727
32.146249069014296,30.653951541383165
33.37949942991396,30.862073196355876
33.80737980643696,30.425619932858158
31.33822148322066,30.81151693361409
31.297573885450415,31.174157198773802
34.082717931341904,29.825724747394318
32.71299291437137,31.09383354312071
33.18516943741328,31.155451527397922
34.228959379477985,31.391872918231396
33.04032488352413,33.082651374170894
36.06683294368538,34.87478976317918
41.564903291651966,35.67898613406114
43.29994988375371,38.31322661016972
44.347351435456254,38.97999787325416
46.660540682584596,38.985763013559115
44.26527506166685,39.46095971912007
46.24373728151148,39.43802685361456
49.74393112747017,38.40758752735563
50.60509732646411,39.575048268785686
48.821346080876076,39.527685964485876
49.62775985546831,39.23213326452839
46.48897523938745,39.58852529308023
47.926426746867484,39.749836098772285
50.8008557151282,38.230243446298516
51.993480086668995,39.247232399529956
48.950993565232096,38.66314124720549
47.86465360144037,37.14461515282828
43.91050814017463,36.8853806366948
42.23209129757682,36.34087511104516
42.14137886353024,32.887990393169574
39.660664746911365,32.28448513142003
33.76504378487973,31.459203030997102
29.907471194681015,29.756674899369873
27.554033009486734,30.52156492164577
26.719491432365633,30.632601086656543
29.81753019211864,27.255746037505133
29.67698045542701,24.840902976046856
26.49288823024332,24.41820875865956
23.368997720962657,22.178804442810645
22.71550302081488,24.475551652844295
20.005132551752563,22.750466458045718
23.001633051650675,21.29359784568768
23.934394193898086,14.855070444463063
22.762641258269,17.099561087028704
21.58670180992411,18.359597125460006
23.488521308904634,27.259242106454025
21.160729863348188,23.81472224220612
24.628939650305718,25.55948681172262
25.860121855432666,18.0527181331668
25.111805311625186,20.45461122053123
25.02648749830505,22.656068209778994
27.431821247948555,32.11618864267101
25.02337339104496,25.94969172509687
25.49157844396374,27.41238797798307
22.82186026061653,22.131419364484554
18.474529475039827,24.81904768938562
16.023876500285603,28.05576886849529
17.216556164532758,35.02892140207208
15.344730865649305,30.02250536637391
15.383062153068444,31.74149324442323
14.692394173112797,25.764267852079207
13.505534908029354,24.447884077226366
13.209234847334129,23.842323852019952
15.492962854454545,25.288764617554992
16.015459212932313,20.654971223953087
16.561757080349295,20.68328358530965
16.904955363118788,13.717162627801684
16.647929631104397,13.237806576836924
16.7565051421135,14.987025627943867
18.72353327575245,17.37230428746634
19.888009556770434,16.17156900329443
20.043548278677804,18.687357728198478
20.103828190554896,13.725754418752206
19.758615739895387,13.730683263513406
19.070020616672586,16.844449595820674
21.033675247481526,19.884319832748215
23.029834361757608,18.96854100978
23.193151781935953,22.48609219868418
23.215143448219436,18.30125189323647
23.92104022157035,19.0650094244411
22.50983522111209,24.055302167358995
25.232000874537437,27.771243090223614
26.502216550197534,27.1661754843595
26.37371784697107,29.04697565902171
25.15177660975865,23.833716925210677
26.672045102333904,22.77895143888825
23.147928279790783,24.84055790146966
25.213455029010117,24.496604850815828
23.777051093087803,21.7238316963278
23.3859583475014,20.89407314310679
21.156036942325606,15.862336980856806
23.668866621988446,15.26209034132244
21.514334173308345,18.04188645603575
23.897584436581692,19.167201367359525
23.357829026504046,20.132239283880686
23.757425204530303,20.340047437626254
21.587295891531163,16.70302500028432
22.387841946908352,15.891566395092099
20.70054763072265,16.730795089816905
21.15956384171532,16.72655147993647
19.730319707070443,17.019848911687212
19.294399490380847,15.47222697183788
16.9792979869055,12.882125962632918
17.267396979019644,13.75305724939777
18.185772384623547,15.022241212618152
19.60177396793692,17.457232571628523
20.363464841339344,19.22240084554476
21.430953131016008,18.759114872150388
20.47801719562842,18.210052094339815
20.938111347598895,20.75398592249946
23.085768486497397,21.37743278105341
24.43792832087622,24.982322152904565
25.889982725687226,25.052959129961717
26.77023486925975,23.227162969314804
25.851005957552054,23.09266431878574
26.0542481154614,25.673961025909346
28.411098849195707,25.861684316182114
29.77972645846248,29.74133736769
32.20724883981046,28.040056636710887
32.68493952721862,27.377279987373274
32.65545950967927,30.24068379634564
33.414046398582066,33.304293177129566
35.255404683290394,32.76111392583393
35.21644158340675,35.019870558346966
37.89712642518215,30.897823184212548
36.78429053191095,27.936398417028194
35.695200862990426,30.337319259673897
34.6460875895192,30.692208110157424
33.57713295914166,27.255762299371455
30.887975133419,27.567282900877316
32.41388691162016,24.04014282360903
29.461407364047627,21.42644430409073
27.804678874406783,25.301334019085836
25.733838443371486,25.635563866430523
24.5604346448574,23.207691894706507
23.184978537103902,23.322406798110293
26.146000106525133,21.439428655129102
23.933491351468966,18.960160303058814
23.013929660737286,21.258748872690642
21.71436091258785,20.867587573999774
20.80886264131282,17.812048541130256
19.806350169278147,16.476682549995562
21.65985650260167,16.446668028493445
19.333335367082395,15.116138191650407
17.872847767712127,17.43475463213974
15.639608011565457,18.373735961445234
15.024729233165214,16.528739143225945
14.553336833487794,14.713675586449602
16.08469062140515,16.325936478456747
14.460440950063424,15.987596175865555
13.020754171588202,17.17851414285777
10.654019288660798,17.68707637723166
9.949741101217079,15.449857294748892
10.229536563596549,11.805498624653369
11.17529085012762,13.278241718721038
11.017350641247047,14.302302879911307
10.878620042738927,15.454327116162977
9.968883648628472,17.000685446627106
9.888928326120604,16.901492659814977
11.049245820101541,13.884670578869025
11.118198384077543,15.075621788633601
11.583674216582567,17.808567450998698
12.052638341917648,17.4693106328123
11.44001231431596,18.190179420497127
11.54130881676226,18.446301203362694
13.485313719149305,16.028229760527207
13.582163156532422,15.99062527753744
14.11170982158538,18.79782892436127
14.678678476047603,16.51807670541227
14.520899739569229,15.840106582537466
15.385149097709194,16.444217433359757
17.702002315604016,16.677936013913644
18.26394109277229,17.981688046678556
18.777839457914688,20.969894237382384
18.468214930896885,19.719872470530127
18.163216012795328,19.200372816682254
19.363219277544324,20.271041169866823
20.712898453024696,22.323416523631543
21.287674248400062,22.597983174318344
21.926828114218686,23.47798469702281
20.82221784935292,22.97808362687377
20.956611074610866,21.5023909512759
23.29015951208006,21.42151780075457
25.241420955586555,24.17528840832759
26.567517460778458,23.83785998208578
27.342094480997275,23.732405901200764
25.839133188738124,24.056220177115655
26.49892394282206,21.83652485605168
27.036765742967397,20.060658673604006
27.18517698614596,21.308325270379743
26.223358562357888,19.082946889667745
25.18331063499991,17.481675111887135
21.93664419638476,18.154843976378547
21.686363082983387,17.420078530179076
20.136153526279692,16.208679173778666
20.44026704778189,17.456231401355318
19.939011202896737,15.780844792101677
19.99199547068345,14.81515089406936
17.91072590232092,16.914810226742194
19.753074294468774,18.2698526260949
18.80467231462955,17.773425026661354
21.770937951409987,18.914858639539688
23.52117836278344,17.792592195910306
25.744119832437633,17.166539959519454
26.061469440127773,19.7488888091834
30.915818440006554,21.827237296729283
31.059564624824983,22.534371484024973
34.53310815106304,25.562999246638984
37.15796640915789,27.469481013568917
38.12460020597142,30.949337376883257
36.52337266002884,36.11383426911785
38.662219361528784,39.03557612939414
35.933334541804086,39.028833171033625
36.15305344674811,39.47973005720216
39.52260335516224,37.846487542723274
39.208443470053226,38.29406064831305
37.5987730588286,39.56283441724353
40.654369307013084,39.78831269764734
38.887508827835106,39.216200732695754
38.59720496479903,38.89864259554893
43.780380831398865,37.418567331763484
42.493985484381646,38.469739321546626
40.84004381639777,39.09617057920783
43.350649200672144,38.932907983392816
41.03795522025171,38.762651927116906
39.362740759365266,38.06752748088461
44.41040179279078,36.674585124053486
42.33701558094714,38.40695558980217
40.466532278867625,37.85707783624977
38.7607845383703,34.13208320706979
30.616203163729946,27.92148726605073
21.405960056502682,21.339194748561827
18.229948279243175,18.982195162796746
15.00099999,21.311
14.519935103762931,19.800476052363578
11.86112358704359,16.055896631588972
7.457330397340889,11.551053462914878
4.819230168148166,6.883184608923608
3.2273149532403322,3.8208963282887716
3.02835691106597,4.769886806214335
4.273596433709973,3.7404900587193266
3.9391419541523978,3.2523538891836368
4.03156423642057,3.3419811037924316
4.587394376119801,3.0233656301379463
4.267815660026566,2.400085740531711
4.727079993664149,3.427190223316811
5.993594094635288,3.0490785714842894
5.341323208340097,3.0527997972831065
5.387830357961797,3.858999722914554
5.402437485529454,4.428906497283237
4.448740302306531,4.491616596848159
4.9533624537746705,5.261718626801922
5.9416819892034916,5.0918795336600065
5.136247479928603,4.913570532713184
6.6013405238386165,5.459060425340151
8.224964358716731,5.739113958237418
8.65179953656391,5.290661429251149
11.386251830571032,5.28128364517262
12.568465992180696,5.017350638125191
11.014923857578523,4.699747717193104
12.63589583074425,4.842357088467048
13.454447346241531,5.038855481308825
11.88868914335367,4.3661962434294415
13.991959767284783,3.87935631280175
13.269889727030298,3.9937215613818795
10.1161377137883,4.594805911739642
11.355813673290365,5.459824037496245
12.014371942338084,6.695960724212268
9.67961892335673,6.861831535352831
11.62187998627739,6.218270276477888
9.747647649421467,6.109974283351885
5.110794830862552,5.625422210540196
5.0666313578296815,4.520633027312507
4.481695410660246,4.203293304346098
2.1998055055387917,3.6923106071114535
4.191954179053219,2.261760642144427
3.8864528194405206,2.3975386588063534
1.6673283980054947,2.2920696339225066
3.093544267208152,1.4747269884132654
4.0233563461676685,2.1067190824049167
3.7286912918052133,3.2915108476005854
5.828068973061778,3.2205226448493756
5.982544850426169,4.176674262610037
3.8977636070558725,3.787718914369407
4.293583969065775,1.8636769572661542
4.449539274171082,1.6000823085664615
4.930109645821315,2.7345829160147117
6.878504060216718,3.5380696078822758
7.3079196194466896,5.520659771657677
6.879495298175432,6.123188461214792
7.889270787208487,5.263414973519901
8.766353118997536,5.705956155128758
10.121765066741823,7.075651916921574
11.09081731039894,8.566846439799246
10.428730604115682,9.787332297258017
10.432561705972295,9.46732777288008
10.37055266195566,7.763349355036238
10.522757659859057,7.140818066420747
11.113827526589674,7.392189165462961
11.485467902933777,8.724652844882897
10.549730823846177,9.159293499907097
11.008613692841033,8.99381161908399
10.523117945218255,8.024958638093242
11.125940079562215,7.29039562840305
9.870185695971932,6.8883057070509155
9.114303900800008,7.8173275498802655
7.878566501924177,7.021951166901859
8.859905263103673,6.437476935216485
8.442508713514766,6.069049144995972
10.615858755145938,5.398005864372568
9.200525416472216,5.32695557918437
8.966298265724902,7.4436968114841315
8.652184002121968,7.8225231259883
10.809873700331307,8.871125122203633
10.48301041862826,10.064290525115858
13.292129844537929,10.791175884493768
12.761230091740954,12.218656263247128
13.757088889360565,14.94414806932222
15.454286400697967,16.887419007394858
19.644916531165084,17.97127440893185
19.43984997499668,17.583087770194258
20.751641890469028,17.076249951471112
18.80608652895635,16.247861599546
17.211994713620253,15.679448700884048
16.8235405879743,17.31581486649089
20.632696078486852,18.449728228128773
19.662224688843985,17.960022028584827
19.345985055356966,18.53136543845203
17.897166668473997,18.378482067014108
16.249769791501286,17.128999147128113
15.44760735623485,18.7673666485398
18.679398441468223,19.53363137494125
17.419304697830686,17.694194212378246
15.847205227336728,17.337373970959092
14.453144976435537,16.628791148861154
13.557695349319038,14.217420940055225
12.980605103686987,14.934488413635531
15.664991142166825,16.157697692650956
15.377267371027289,15.081600215923975
14.252097400294945,15.3671945869746
14.041094372714461,15.865499521416762
14.93911102678988,14.77615636731524
15.461951723579068,15.750199860521557
