PM10 Concentration,DatetimeBegin,PM2.5 Concentration,CO Concentration,NO2 Concentration,SO2 Concentration,C6H6 Concentration
21.56899999,2018-07-21 17:00:00,10.71299999,0.2262,22.38759999,7.80311,1.06925
50.04299999,2018-07-21 18:00:00,9.64729999,0.19488,20.663,7.56557,0.99775
14.791,2018-07-21 19:00:00,7.3428,0.25404,27.88459999,7.60280999,0.97825
10.435,2018-07-21 20:00:00,7.1071,0.25984,33.2306,7.315,0.99125
13.11999999,2018-07-21 21:00:00,7.57129999,0.2494,30.2631,7.46715,0.975
16.03699999,2018-07-21 22:00:00,10.679,0.19024,26.8732,7.59668999,0.975
15.228,2018-07-21 23:00:00,8.4654,0.19488,18.4948,8.30611999,0.988
13.824,2018-07-22 00:00:00,7.41819999,0.19372,17.5407,8.13161999,0.99775
14.01399999,2018-07-22 01:00:00,4.8261,0.18328,14.84859999,8.02283,0.9815
16.28999999,2018-07-22 02:00:00,5.12619999,0.19256,15.86389999,7.86456,1.38125
20.901,2018-07-22 03:00:00,7.51269999,0.18096,16.0073,7.88849999,1.55024999
23.14099999,2018-07-22 04:00:00,8.03129999,0.2088,18.2845,7.84008,1.28699999
22.02799999,2018-07-22 05:00:00,8.08239999,0.22156,21.37999999,7.74326,1.20249999
15.132,2018-07-22 06:00:00,5.18109999,0.19372,16.579,7.89487999,1.07575
14.71,2018-07-22 07:00:00,3.3386,0.21576,14.06279999,7.91669,0.99775
12.471,2018-07-22 08:00:00,3.6719,0.20416,15.0302,7.62223,1.03025
12.974,2018-07-22 09:00:00,3.769,0.22156,13.0876,7.48737,1.02374999
20.965,2018-07-22 10:00:00,2.7056,0.20416,14.6096,7.99436,1.04975
13.70299999,2018-07-22 11:00:00,2.6484,0.19256,14.839,7.97308,1.00425
6.50119999,2018-07-22 12:00:00,4.01229999,0.19256,11.407,7.77944,1.0335
18.001,2018-07-22 13:00:00,3.36359999,0.19488,15.4337,7.67276999,0.99775
12.869,2018-07-22 14:00:00,3.0876,0.20648,16.0837,7.80337999,1.00425
4.63879999,2018-07-22 15:00:00,4.081,0.2262,17.5694,7.79938999,1.02374999
6.1402,2018-07-22 16:00:00,6.6623,0.21344,16.22139999,7.54323,0.9945
18.509,2018-07-22 17:00:00,3.9533,0.24592,38.88239999,7.55626,1.00099999
6.4686,2018-07-22 18:00:00,2.24379999,0.29348,45.97019999,7.53817,1.02699999
15.38599999,2018-07-22 19:00:00,8.72899999,0.24592,29.527,7.76719999,1.0335
20.41,2018-07-22 20:00:00,9.33649999,0.23084,16.9614,7.52726999,1.0075
24.34199999,2018-07-22 21:00:00,17.241,0.22852,8.75695999,7.32777,1.02699999
23.751,2018-07-22 22:00:00,17.686,0.22852,8.81240999,7.63180999,1.03675
24.052,2018-07-22 23:00:00,15.452,0.20648,8.12026,7.89967,1.0075
24.465,2018-07-23 00:00:00,17.59799999,0.18096,6.78950999,7.8071,0.99775
24.722,2018-07-23 01:00:00,14.129,0.17284,6.27135999,7.61026,0.9685
23.26399999,2018-07-23 02:00:00,13.316,0.17168,7.07057999,7.66957999,0.962
22.334,2018-07-23 03:00:00,14.539,0.18328,11.8429,7.75736,0.95225
24.975,2018-07-23 04:00:00,14.292,0.21228,16.35719999,7.57967,0.94575
26.276,2018-07-23 05:00:00,17.78999999,0.23432,23.2786,8.15051,0.975
27.896,2018-07-23 06:00:00,14.032,0.26564,33.18469999,7.77013,1.04325
22.655,2018-07-23 07:00:00,16.716,0.3306,50.6642,7.62249999,2.20675
25.853,2018-07-23 08:00:00,12.238,0.30044,47.1499,7.60121999,2.32375
20.007,2018-07-23 09:00:00,12.40799999,0.22156,21.06449999,7.68287999,9.7565
22.074,2018-07-23 10:00:00,12.04299999,0.20532,15.8103,7.71267,9.44125
26.064,2018-07-23 11:00:00,10.661,0.23316,22.36469999,7.65946999,10.8193
25.26599999,2018-07-23 12:00:00,12.43399999,0.23432,21.2576,7.96084999,7.53674999
24.25799999,2018-07-23 13:00:00,13.6,0.24128,23.72599999,7.81534999,9.06099999
30.321,2018-07-23 14:00:00,11.356,0.28304,43.0621,7.87279999,6.04499999
34.78099999,2018-07-23 15:00:00,15.798,0.29232,47.2398,8.0731,3.40275
24.937,2018-07-23 16:00:00,12.811,0.28536,58.53779999,7.83955,1.69324999
26.251,2018-07-23 17:00:00,14.128,0.31668,67.14369999,7.88557,1.508
29.004,2018-07-23 18:00:00,16.52199999,0.31088,67.4171,8.30345999,1.36175
27.76699999,2018-07-23 19:00:00,15.29899999,0.27492,61.0808,8.39602,1.2805
28.363,2018-07-23 20:00:00,14.63,0.27376,43.63949999,7.90632,1.14074999
25.09199999,2018-07-23 21:00:00,11.489,0.18676,26.46399999,7.59536,1.01075
21.95299999,2018-07-23 22:00:00,8.6874,0.15196,22.9612,7.10991,1.14074999
19.294,2018-07-23 23:00:00,7.245,0.12528,12.7932,7.04581,0.95875
18.41199999,2018-07-24 00:00:00,8.80499999,0.11948,11.6804,7.94648,0.97175
18.286,2018-07-24 01:00:00,7.3897,0.11832,14.189,8.0066,0.94575
20.73499999,2018-07-24 02:00:00,13.188,0.12412,10.38979999,8.70378999,0.93275
19.081,2018-07-24 03:00:00,10.228,0.15428,20.0397,7.96642999,0.975
22.94999999,2018-07-24 04:00:00,10.849,0.19256,34.32999999,7.66877999,0.988
25.04599999,2018-07-24 05:00:00,11.391,0.29116,55.30839999,7.39825999,1.04
25.04899999,2018-07-24 06:00:00,14.127,0.30624,69.006,7.80524,1.28699999
27.85999999,2018-07-24 07:00:00,14.88899999,0.27376,45.25509999,7.42938,1.15375
30.212,2018-07-24 08:00:00,16.08299999,0.28304,51.9739,7.40915999,1.131
37.91799999,2018-07-24 09:00:00,12.26399999,0.2784,48.4673,7.69564999,1.105
36.22999999,2018-07-24 10:00:00,17.405,0.29928,45.03329999,7.71267,1.105
30.66799999,2018-07-24 11:00:00,17.09499999,0.26912,43.0219,7.62195999,1.0465
33.087,2018-07-24 12:00:00,14.68399999,0.28304,53.731,7.74857999,1.04325
31.85099999,2018-07-24 13:00:00,12.037,0.29928,48.45389999,7.64777,1.079
18.70799999,2018-07-24 14:00:00,10.38299999,0.26564,38.35849999,7.77092,1.06275
21.13899999,2018-07-24 15:00:00,12.4,0.33872,76.25629999,7.78263,1.04
29.45299999,2018-07-24 16:00:00,16.80699999,0.40484,100.166,7.50466,1.14725
33.17199999,2018-07-24 17:00:00,13.173,0.39904,74.8491,7.71319999,1.20249999
28.946,2018-07-24 18:00:00,11.651,0.36772,76.436,10.8161,1.14399999
30.51899999,2018-07-24 19:00:00,14.09399999,0.34336,55.11529999,7.58792,1.12775
31.864,2018-07-24 20:00:00,21.771,0.26564,43.60119999,2.36687,1.08549999
28.56899999,2018-07-24 21:00:00,15.472,0.19836,30.722,7.53657999,1.0075
29.959,2018-07-24 22:00:00,19.31299999,0.19952,30.4907,17.6334,1.04325
29.90299999,2018-07-24 23:00:00,13.298,0.17168,13.41269999,15.0271,1.03675
29.347,2018-07-25 00:00:00,13.427,0.15428,15.6994,9.38899999,0.99125
30.535,2018-07-25 01:00:00,14.239,0.1566,14.4796,8.41836999,0.988
26.526,2018-07-25 02:00:00,14.121,0.17052,24.9344,7.93158999,0.97825
24.382,2018-07-25 03:00:00,16.37099999,0.16704,23.93629999,7.64456999,1.01725
23.88599999,2018-07-25 04:00:00,15.6,0.22272,52.41749999,7.98744999,1.01725
23.782,2018-07-25 05:00:00,5.41399999,0.32132,70.13219999,8.11433,1.05299999
23.23199999,2018-07-25 06:00:00,6.8478,0.36192,75.9217,8.00606999,1.183
24.866,2018-07-25 07:00:00,9.437841970925453,0.37584,75.29259999,7.78476,1.19924999
27.51899999,2018-07-25 09:00:00,11.371,0.26216,53.32759999,8.5777,1.131
25.21999999,2018-07-25 10:00:00,10.708,0.23316,46.7943,7.82465999,1.05624999
13.201,2018-07-25 11:00:00,6.24929999,0.2494,55.1899,7.67968999,1.05624999
22.916,2018-07-25 12:00:00,5.492,0.22388,44.82679999,7.80497,1.01075
20.94999999,2018-07-25 13:00:00,5.658,0.24128,59.76339999,8.42953999,1.092
26.08899999,2018-07-25 14:00:00,3.6915,0.24476,54.2702,7.90977999,1.05624999
24.808,2018-07-25 15:00:00,5.88959999,0.32016,70.2048,7.76719999,1.105
18.0,2018-07-25 16:00:00,4.6435,0.39556,53.3429,7.48683999,1.079
28.84799999,2018-07-25 17:00:00,1.9901,0.34452,64.64279999,7.64935999,1.1505
0.3522,2018-07-25 18:00:00,4.05799999,0.26448,36.80789999,7.58765,1.09525
12.981,2018-07-25 19:00:00,5.301,0.20184,27.3263,7.55227,0.99775
19.806,2018-07-25 20:00:00,3.31579999,0.2146,33.67609999,7.46928,1.014
15.901,2018-07-25 21:00:00,5.8646,0.16124,26.2135,7.74139999,1.03675
13.414,2018-07-25 22:00:00,8.9876,0.16124,27.2517,7.70521999,0.96525
7.7439,2018-07-25 23:00:00,5.868,0.15312,17.38009999,7.54694999,0.962
12.68399999,2018-07-26 00:00:00,4.93719999,0.14848,12.9404,7.78103,0.95875
15.3741,2018-07-26 01:00:00,7.0883,0.14964,10.1814,7.8611,0.99125
15.627,2018-07-26 02:00:00,5.64369999,0.1508,10.472,7.67063999,0.962
15.009,2018-07-26 03:00:00,5.77529999,0.17748,14.6019,7.58792,0.93925
14.9611,2018-07-26 04:00:00,6.5709,0.20764,27.32059999,7.82172999,0.988
13.813,2018-07-26 05:00:00,6.4196,0.3132,39.68549999,7.71692999,1.105
20.84,2018-07-26 06:00:00,7.97539999,0.33756,59.66199999,7.68421,1.1375
24.42599999,2018-07-26 07:00:00,6.081,0.31436,42.389,8.36889,1.25774999
20.832,2018-07-26 08:00:00,9.0105,0.27724,42.3087,9.06101999,1.16025
26.436,2018-07-26 09:00:00,11.743,0.31204,39.2667,9.72415999,1.11474999
21.27499999,2018-07-26 10:00:00,13.413,0.31088,35.024,9.76646,1.12775
22.45499999,2018-07-26 11:00:00,10.083,0.3074,41.5306,9.26398,1.10175
24.78099999,2018-07-26 12:00:00,8.24,0.32248,55.12489999,8.88067999,1.105
19.63599999,2018-07-26 13:00:00,6.3734,0.34336,69.12069999,8.85619999,1.105
20.5901,2018-07-26 14:00:00,6.49059999,0.42804,71.81659999,7.98505,1.1765
3.36856,2018-07-26 16:00:00,7.00619999,0.36888,54.3142,7.62755,1.1765
29.1769,2018-07-26 17:00:00,4.6177,0.40832,68.9161,7.54295999,1.2155
6.77104999,2018-07-26 18:00:00,6.51449999,0.39208,64.0424,7.55759,1.248
21.093,2018-07-26 19:00:00,8.3405,0.35032,50.27409999,7.70256,1.14725
24.91499999,2018-07-26 20:00:00,8.03069999,0.34916,57.8112,7.37138999,1.14725
21.257,2018-07-26 21:00:00,7.1227,0.35496,59.316,7.62622,1.16025
18.177,2018-07-26 22:00:00,14.1,0.31668,60.2299,7.40943,1.157
25.82499999,2018-07-26 23:00:00,12.672,0.27608,36.1578,7.37617999,1.209
25.789,2018-07-27 00:00:00,9.6844,0.25635999,23.1008,7.21870999,1.0725
22.033,2018-07-27 01:00:00,7.7404,0.2784,15.86389999,7.48364,1.06275
19.995,2018-07-27 02:00:00,7.5941,0.2204,22.7585,7.61132,1.10175
20.274,2018-07-27 03:00:00,6.16319999,0.22852,30.30519999,7.63020999,1.08875
22.681,2018-07-27 04:00:00,8.29659999,0.2726,42.13089999,7.6608,1.06925
24.023,2018-07-27 05:00:00,11.294,0.38164,49.13459999,7.69723999,1.12775
25.094,2018-07-27 06:00:00,11.538,0.41876,59.7768,8.3665,1.2675
29.097,2018-07-27 07:00:00,15.704,0.38744,62.19539999,9.97952,1.235
27.192,2018-07-27 08:00:00,14.223,0.35148,54.3352,9.78481,1.32275
19.13299999,2018-07-27 09:00:00,11.523,0.30044,46.2169,10.1272,1.22524999
20.56899999,2018-07-27 10:00:00,8.0982,0.29348,54.97959999,9.56057,1.07575
30.02499999,2018-07-27 11:00:00,12.429,0.29928,58.44599999,8.50562,1.105
26.771,2018-07-27 12:00:00,15.121,0.39092,71.7937,8.14331999,1.17975
16.364,2018-07-27 13:00:00,11.98199999,0.41528,77.1358,8.08374,0.975
30.04599999,2018-07-27 14:00:00,8.298,0.31088,52.01599999,8.65883,0.25024999
23.32499999,2018-07-27 15:00:00,7.0601,0.4176,67.35779999,8.00446999,0.3445
21.36199999,2018-07-27 16:00:00,10.771,0.34336,62.4956,7.55334,0.32175
20.26699999,2018-07-27 17:00:00,10.82,0.36888,72.71909999,7.45810999,0.312
16.28999999,2018-07-27 18:00:00,9.68779999,0.40368,62.9335,7.26764999,0.21775
14.307,2018-07-27 19:00:00,8.48269999,0.39672,68.1016,7.72757,0.29575
23.925,2018-07-27 20:00:00,9.74179999,0.44544,65.6543,8.00606999,0.481
24.631,2018-07-27 21:00:00,13.50099999,0.3538,49.6413,8.17976999,0.40625
23.347,2018-07-27 22:00:00,10.961,0.29928,44.9301,8.29866999,0.38675
23.962,2018-07-27 23:00:00,15.015,0.26332,35.41599999,8.47475999,0.221
18.914,2018-07-28 00:00:00,6.8765,0.25404,25.72599999,8.43113999,0.26
21.51899999,2018-07-28 01:00:00,8.7603,0.23432,18.8198,7.8478,0.2015
22.81599999,2018-07-28 02:00:00,9.40119999,0.23432,21.6037,7.93876999,0.21775
18.196,2018-07-28 03:00:00,9.6653,0.24592,25.898,8.25929999,0.19175
16.45299999,2018-07-28 04:00:00,8.0501,0.27724,33.64159999,8.0324,0.2015
17.294,2018-07-28 05:00:00,10.435,0.27956,30.4983,8.19811999,0.286
21.92099999,2018-07-28 06:00:00,9.40719999,0.28884,29.16179999,8.31516,0.28275
20.856,2018-07-28 07:00:00,7.9644,0.28072,30.1809,8.52290999,0.169
25.12999999,2018-07-28 08:00:00,9.67319999,0.29464,29.91519999,7.94435999,0.19825
30.018,2018-07-28 09:00:00,14.727,0.30624,25.7508,14.8114,0.13
33.685,2018-07-28 10:00:00,14.829,0.31204,32.7832,14.8992,0.4615
35.79999999,2018-07-28 11:00:00,13.676,0.31784,28.7163,9.29058,0.845
25.515,2018-07-28 12:00:00,15.759,0.30624,24.93629999,8.28377,0.39
23.568,2018-07-28 13:00:00,11.314,0.25635999,17.96519999,8.09997,0.23725
37.661,2018-07-28 14:00:00,11.269,0.28188,26.7011,8.01404999,0.156
30.187,2018-07-28 15:00:00,8.5332,0.22736,19.0512,7.93398,0.104
27.305,2018-07-28 16:00:00,6.3387,0.24244,24.0702,7.81853999,0.104
21.053,2018-07-28 17:00:00,5.3849,0.25984,29.7373,7.89168999,0.11375
17.895,2018-07-28 18:00:00,7.35639999,0.26679999,35.43319999,7.87040999,0.117
19.256,2018-07-28 19:00:00,7.3444,0.33408,54.02159999,7.96563999,0.1755
25.747,2018-07-28 20:00:00,9.92179999,0.38744,55.8419,7.68926,0.3055
23.053,2018-07-28 21:00:00,16.693,0.33988,40.6434,8.81577,0.27625
23.52499999,2018-07-28 22:00:00,7.07,0.35728,42.13089999,8.85806999,0.44525
25.09499999,2018-07-28 23:00:00,13.554,0.3016,29.1083,8.73038999,0.33475
11.622,2018-07-29 00:00:00,11.55599999,0.27028,30.54799999,8.76337,0.208
18.594,2018-07-29 01:00:00,8.87529999,0.27724,28.6246,8.90301999,0.31525
19.8201,2018-07-29 02:00:00,11.679,0.23896,19.8733,8.65005,0.46475
20.01699999,2018-07-29 03:00:00,12.47899999,0.22388,15.8964,8.43087,0.19175
23.129,2018-07-29 04:00:00,9.06499999,0.20068,13.2597,8.19838999,0.08125
22.34209999,2018-07-29 05:00:00,10.893,0.21576,14.28839999,8.04437,0.07475
20.09499999,2018-07-29 06:00:00,11.629,0.19024,10.82959999,7.99967999,0.065
19.4109,2018-07-29 07:00:00,9.35859999,0.19372,9.76458,8.23137,0.0845
16.41199999,2018-07-29 08:00:00,10.949,0.23316,18.076,8.16193999,0.091
16.428,2018-07-29 09:00:00,9.66479999,0.2378,18.1946,8.60457,0.091
12.6601,2018-07-29 10:00:00,7.05339999,0.22504,20.6324,8.41784,0.10075
10.816,2018-07-29 11:00:00,7.79889999,0.203,22.02819999,8.4471,0.08125
13.114,2018-07-29 12:00:00,7.89879999,0.20996,20.16199999,8.14837999,0.08775
19.858,2018-07-29 13:00:00,8.6394,0.1856,18.4757,8.38378999,0.0845
21.6629,2018-07-29 14:00:00,7.96769999,0.19604,21.7987,8.26328999,0.06825
20.718,2018-07-29 15:00:00,6.11859999,0.21228,19.4603,7.72729999,0.065
13.552,2018-07-29 16:00:00,11.66799999,0.22388,25.0223,8.20529999,0.12675
11.0321,2018-07-29 17:00:00,8.35849999,0.23084,27.96869999,8.05500999,0.08775
18.59,2018-07-29 18:00:00,10.334,0.319,37.0756,8.00553999,0.143
21.776,2018-07-29 19:00:00,13.746,0.35844,66.59499999,8.192,0.15925
20.71389999,2018-07-29 20:00:00,9.1734,0.39904,54.383,8.14331999,0.34775
21.969,2018-07-29 21:00:00,12.121,0.34568,38.37189999,13.5014,0.169
21.03699999,2018-07-29 22:00:00,20.109,0.28652,27.6552,16.1654,0.1235
21.9651,2018-07-29 23:00:00,18.786,0.24708,11.9882,15.3408,0.104
19.32999999,2018-07-30 00:00:00,11.147,0.22968,15.1966,10.55589999,0.09425
21.145,2018-07-30 01:00:00,14.065,0.21344,13.5905,8.45641,0.09425
14.9221,2018-07-30 02:00:00,11.657,0.21344,14.254,7.95234,0.10075
17.873,2018-07-30 03:00:00,15.456,0.23084,18.2864,7.89726999,0.1105
27.26399999,2018-07-30 04:00:00,11.278,0.27028,41.58789999,8.11912,0.13
27.716,2018-07-30 05:00:00,16.143,0.36076,67.07099999,7.73608,0.169
29.044,2018-07-30 06:00:00,13.313,0.45124,85.17579999,8.37315,0.31525
26.09199999,2018-07-30 07:00:00,18.263,0.4872,85.40519999,8.86417999,0.43875
32.50189999,2018-07-30 08:00:00,11.27,0.35728,78.3289,8.96871999,0.28275
25.838,2018-07-30 09:00:00,12.119,0.32828,71.39409999,9.73826,0.2275
23.39999999,2018-07-30 11:00:00,5.93719999,0.27956,57.6047,8.72639999,0.22425
10.234,2018-07-30 12:00:00,7.6273,0.31088,68.38649999,7.95659,0.26975
16.933,2018-07-30 13:00:00,8.1067,0.27724,69.49739999,8.00872999,0.2275
27.228,2018-07-30 14:00:00,8.2664,0.27376,79.93689999,8.66521999,0.2405
27.349,2018-07-30 15:00:00,11.755,0.25056,71.47249999,11.2425,0.26
14.631,2018-07-30 16:00:00,10.433,0.3364,70.67709999,10.5852,0.34775
23.637,2018-07-30 17:00:00,9.3764,0.23896,67.2565,9.12565999,0.25024999
23.663,2018-07-30 18:00:00,9.6521,0.25519999,61.20499999,8.48246999,0.195
20.686,2018-07-30 19:00:00,8.22129999,0.31088,71.7115,7.84992999,0.23725
22.9629,2018-07-30 20:00:00,15.794,0.31668,41.9168,8.99638999,0.2015
21.722,2018-07-30 21:00:00,10.53299999,0.30276,44.43679999,9.67042999,0.1885
21.779,2018-07-30 22:00:00,10.311,0.2842,45.48069999,15.2551,0.17875
25.242,2018-07-30 23:00:00,11.201,0.24012,31.1159,10.4144,0.1495
24.6369,2018-07-31 00:00:00,12.144204689037307,0.21576,19.57509999,8.44070999,0.0975
17.305,2018-07-31 01:00:00,7.841805455353176,0.21228,19.6152,3.8626070738002323,0.13
17.96699999,2018-07-31 02:00:00,8.79299999,0.23084,19.6534,3.8686638071191486,0.117
20.12099999,2018-07-31 03:00:00,16.21399999,0.23316,21.4871,4.23703243923471,0.12675
23.47599999,2018-07-31 04:00:00,15.786,0.28652,48.1614,0.280364,0.13
27.916,2018-07-31 05:00:00,19.72899999,0.3828,70.1302,4.65925999,0.21125
30.375,2018-07-31 06:00:00,14.922,0.47328,77.1511,6.35287999,0.36075
29.562,2018-07-31 07:00:00,16.489,0.42804,75.44559999,7.66957999,0.35425
35.25999999,2018-07-31 08:00:00,17.72599999,0.3596,54.29319999,8.88785999,0.325
38.57099999,2018-07-31 09:00:00,17.73999999,0.35264,59.61999999,9.28073999,0.312
39.841,2018-07-31 10:00:00,14.961,0.35032,62.22599999,8.51545999,0.247
22.295,2018-07-31 11:00:00,14.257,0.3016,59.8705,8.28802999,0.3315
32.95499999,2018-07-31 12:00:00,10.384,0.29116,57.9202,8.05660999,0.26
36.539,2018-07-31 13:00:00,11.961,0.3596,38.588334900136005,7.93132,0.234
37.05299999,2018-07-31 14:00:00,10.674,0.32596,88.0858,8.26807999,0.286
34.78999999,2018-07-31 15:00:00,9.5061,0.36772,78.0784,8.47503,0.26975
31.17599999,2018-07-31 16:00:00,14.898,0.43268,84.13559999,8.65245,0.3705
26.969,2018-07-31 17:00:00,11.993,0.39556,74.8242,8.79448999,0.37375
19.488,2018-07-31 18:00:00,11.9,0.3538,70.0901,8.34441999,0.338
23.608,2018-07-31 19:00:00,10.60399999,0.3886,65.43439999,7.95153999,0.28925
21.462,2018-07-31 20:00:00,10.05599999,0.38396,71.2622,8.45029,0.4745
24.37099999,2018-07-31 21:00:00,15.98199999,0.32828,45.2685,16.1289,0.338
27.04899999,2018-07-31 22:00:00,13.172,0.27724,23.0472,9.57705999,0.1885
23.789,2018-07-31 23:00:00,11.526,0.27028,16.2922,8.25797,0.182
24.91499999,2018-08-01 00:00:00,13.98499999,0.2088,12.9156,8.18881,0.15275
22.23,2018-08-01 01:00:00,12.118,0.20068,8.81813999,8.18003,0.10725
18.795,2018-08-01 02:00:00,12.169,0.1972,8.54855,9.92658999,0.10725
22.52,2018-08-01 03:00:00,13.318,0.21808,12.7932,8.57079,0.12675
24.745,2018-08-01 04:00:00,17.567,0.27376,35.73149999,8.03879,0.1755
21.31899999,2018-08-01 05:00:00,14.817,0.49764,66.77469999,8.01484999,0.34125
36.34599999,2018-08-01 06:00:00,14.087,0.44544,69.637,7.98958,0.51025
37.10499999,2018-08-01 07:00:00,18.198,0.43268,64.3292,8.22259,0.45825
25.28999999,2018-08-01 08:00:00,11.73499999,0.45472,63.9392,7.96908999,0.312
30.968,2018-08-01 09:00:00,10.709,0.31088,49.76169999,8.936,0.2925
34.10499999,2018-08-01 10:00:00,13.769,0.39788,67.53759999,10.1455,0.2015
31.38299999,2018-08-01 11:00:00,13.701,0.30972,59.4536,8.45907,0.34125
22.05399999,2018-08-01 12:00:00,13.868,0.27144,58.26059999,6.241534997957796,0.234
44.47699999,2018-08-01 13:00:00,15.882,0.30044,60.2911,7.15221,0.17875
35.52199999,2018-08-01 14:00:00,16.623,0.35032,61.1037,7.88769999,0.221
27.85699999,2018-08-01 15:00:00,12.039,0.40948,60.3446,7.20620999,0.2275
29.46699999,2018-08-01 16:00:00,11.821,0.53012,91.71479999,7.55147,0.351
22.719,2018-08-01 17:00:00,11.62299999,0.59972,87.69389999,7.79033999,0.52975
19.709,2018-08-01 18:00:00,11.688,0.5046,63.66579999,8.03026999,0.5395
20.332,2018-08-01 19:00:00,11.847,0.36076,45.63559999,7.55466999,0.32825
9.00859999,2018-08-01 20:00:00,12.282,0.36772,37.48089999,7.55705999,0.364
26.945,2018-08-01 21:00:00,9.8481,0.29116,31.0547,7.48310999,0.19175
20.696,2018-08-01 22:00:00,9.33999999,0.29232,29.38939999,7.10885,0.17875
19.491,2018-08-01 23:00:00,13.055,0.28536,28.40469999,7.35968999,0.17225
19.60399999,2018-08-02 00:00:00,12.667,0.27144,23.80249999,7.31738999,0.18525
16.02799999,2018-08-02 01:00:00,11.411,0.25984,16.5885,7.6193,0.13975
21.937,2018-08-02 02:00:00,8.98339999,0.232,13.0915,7.81613999,0.169
22.87399999,2018-08-02 03:00:00,13.52999999,0.25172,26.62839999,7.65069,0.234
22.55699999,2018-08-02 04:00:00,10.759,0.3248,40.6931,7.81003,0.29575
26.896,2018-08-02 05:00:00,15.782,0.4872,62.11509999,7.97919999,0.481
21.195,2018-08-02 06:00:00,12.867,0.43732,56.16689999,7.87598999,0.47125
27.70299999,2018-08-02 07:00:00,16.6,0.43268,69.1915,7.95392999,0.2795
45.26599999,2018-08-02 08:00:00,10.00099999,0.39324,57.45179999,7.12427999,0.36075
46.07399999,2018-08-02 09:00:00,7.79999999,0.3712,56.47279999,7.68527,0.25024999
18.45799999,2018-08-02 10:00:00,13.627,0.32944,50.5437,7.62516,0.19825
24.751,2018-08-02 11:00:00,10.95299999,0.28884,42.95879999,7.66293,0.2015
29.859,2018-08-02 12:00:00,12.741,0.41296,60.9679,7.66664999,0.221
42.12899999,2018-08-02 13:00:00,9.6699,0.33176,56.6927,7.38788,0.16575
63.26899999,2018-08-02 14:00:00,10.456,0.36424,69.8186,8.23642,0.208
33.103,2018-08-02 15:00:00,12.941,0.45588,83.52379999,6.70852,0.3185
19.90599999,2018-08-02 16:00:00,8.623185119722898,0.53359999,96.08759999,7.65122,0.3445
35.073,2018-08-02 17:00:00,17.03805995133375,0.42688,73.78409999,7.21098999,0.39325
41.49199999,2018-08-02 18:00:00,19.412618708008452,0.39324,75.2085,8.11353,0.247
38.04299999,2018-08-02 19:00:00,19.352331490204172,0.3828,59.61999999,8.08613,0.36725
25.699,2018-08-02 20:00:00,13.089734644104835,0.3248,41.50379999,7.89567999,0.50049999
17.96999999,2018-08-02 21:00:00,8.311201525122252,0.32016,43.12129999,8.17577999,0.23075
22.448,2018-08-02 22:00:00,8.899697694252671,0.27608,47.0103,7.86029999,0.234
26.544,2018-08-02 23:00:00,11.193206251788736,0.31436,55.76919999,8.07948,0.2665
23.53,2018-08-03 00:00:00,8.736254223946133,0.30044,57.9011,7.78714999,0.3445
20.25199999,2018-08-03 01:00:00,9.284650502483576,0.24708,29.15419999,8.13854,0.2795
25.10399999,2018-08-03 02:00:00,12.897721252486916,0.27608,29.62069999,8.07415999,0.3575
21.207,2018-08-03 03:00:00,10.544902600628701,0.25984,27.0395,7.90765,0.585
33.29699999,2018-08-03 04:00:00,17.6550343972593,0.319,38.45029999,7.91934999,0.4095
32.81499999,2018-08-03 05:00:00,16.173388693989573,0.34104,51.7789,7.91164,0.30875
32.77199999,2018-08-03 06:00:00,17.74426275604155,0.4234,58.9087,8.15849,0.26975
32.68999999,2018-08-03 07:00:00,17.800247914979202,0.4234,58.1955,7.91563,0.3185
30.126,2018-08-03 08:00:00,15.845220027681004,0.39324,55.0063,8.28908999,0.36075
31.01599999,2018-08-03 09:00:00,13.293594940920562,0.36772,70.71339999,7.81534999,0.3055
32.60199999,2018-08-03 10:00:00,15.55262312356424,0.31668,49.8669,8.36969,0.26
29.53999999,2018-08-03 11:00:00,13.437646137555186,0.29928,48.62409999,8.58860999,0.21775
29.564,2018-08-03 12:00:00,12.773827878154242,0.29116,51.5456,8.26248999,0.19175
30.311,2018-08-03 13:00:00,13.296715753114812,0.319,57.0311,7.90418999,0.19175
31.11799999,2018-08-03 14:00:00,13.660476078550035,0.29116,51.52649999,8.52956,0.18525
45.353,2018-08-03 15:00:00,21.575207960007788,0.27724,49.6145,8.10554999,0.13325
48.356,2018-08-03 16:00:00,25.676382337308702,0.29812,37.4981,7.85099,0.221
30.241,2018-08-03 17:00:00,14.406438088867256,0.42688,72.9371,7.18625999,0.208
23.001,2018-08-03 18:00:00,13.3491915495021,0.54056,76.893,8.14093,0.43225
16.87999999,2018-08-03 19:00:00,9.032977518861868,0.43152,58.53779999,8.11486,0.455
24.41499999,2018-08-03 20:00:00,16.298317548446477,0.5568,65.5835,8.37979999,0.7995
31.462,2018-08-03 21:00:00,18.47316269612635,0.47444,60.1381,8.06273,1.02699999
36.243,2018-08-03 22:00:00,21.007731139089096,0.43268,52.09629999,8.16752999,0.8905
42.93699999,2018-08-03 23:00:00,24.533825330670354,0.38744,43.911,8.30718,0.611
38.304,2018-08-04 00:00:00,21.65706830786884,0.34452,36.02969999,8.13401,0.429
36.64399999,2018-08-04 01:00:00,20.590615613294744,0.32132,31.7392,8.42449,0.39975
